year,srcOrganization,srcOrganizationTypes,amountUSD
2017.0,United States Fund For UNICEF,,0.0
2018.0,Afghanistan,Government,4773719.0
2018.0,Afghanistan ERF (until 2014),,0.0
2018.0,Agency for Technical Cooperation and Development,,0.0
2018.0,Australia,Government,18471002.0
2018.0,Austria,Government,3019324.0
2018.0,Belgium,Government,300000.0
2018.0,Bill and Melinda Gates Foundation,,0.0
2018.0,Brazil,,0.0
2018.0,CARITAS,,0.0
2018.0,CRS and Private Foundations,,0.0
2018.0,Canada,Government,10660757.0
2018.0,Central Emergency Response Fund,Pooled fund,11937469.0
2018.0,Czech Republic,Government,228206.0
2018.0,Denmark,Government,17349407.0
2018.0,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,55685563.0
2018.0,Finland,Government,490798.0
2018.0,France,Government,546821.0
2018.0,Germany,Government,16365357.0
2018.0,Greece,,0.0
2018.0,India,,0.0
2018.0,Ireland,Government,720747.0
2018.0,Italy,Government,6063779.0
2018.0,Japan,Government,25101303.0
2018.0,Kazakhstan,Government,50000.0
2018.0,Khalifa Bin Zayed Al Nahyan Foundation,,0.0
2018.0,Kyrgyzstan,,0.0
2018.0,Luxembourg,Government,426421.0
2018.0,Netherlands,Government,10827962.0
2018.0,Norway,Government,18710386.0
2018.0,Office for the Coordination of Humanitarian Affairs,UN agency,5493465.0
2018.0,Private (individuals & organizations),Foundation/private,136452.0
2018.0,Romania,,0.0
2018.0,Russian Federation,Government,1000000.0
2018.0,Saudi Arabia (Kingdom of),Government,333824.0
2018.0,Slovakia,,0.0
2018.0,Spain,Government,362319.0
2018.0,Sweden,Government,21214391.0
2018.0,Switzerland,Government,9474780.0
2018.0,Turkey,,0.0
2018.0,United Arab Emirates,,0.0
2018.0,United Kingdom,Government,82470386.0
2018.0,United Nations High Commissioner for Refugees,,0.0
2018.0,United States of America,Government,190899106.0
2018.0,World Food Programme,UN agency,47764351.0
2018.0,Association for Aid and Relief Japan,,0.0
2018.0,Australian Red Cross,,0.0
2018.0,Bahamas,,0.0
2018.0,British Red Cross,,0.0
2018.0,Croatia,,0.0
2018.0,Danish Red Cross,,0.0
2018.0,European Commission,,0.0
2018.0,Finnish Red Cross,,0.0
2018.0,Food & Agriculture Organization of the United Nations,Other,594438.0
2018.0,Japanese Red Cross Society,,0.0
2018.0,Korea,Government,7000000.0
2018.0,Lithuania,,0.0
2018.0,Medico International,,0.0
2018.0,Mine Action Programme of Afghanistan,,0.0
2018.0,Poland,,0.0
2018.0,Swedish Red Cross,,0.0
2018.0,United Nations Children's Fund,UN agency,19734401.0
2018.0,United Nations Mine Action Service,,0.0
2018.0,World Health Organization,,0.0
2018.0,Estonia,Government,60386.0
2018.0,Hungary,,0.0
2018.0,Iceland,,0.0
2018.0,New Zealand,,0.0
2018.0,Slovenia,,0.0
2018.0,UNICEF National Committee/Japan,,0.0
2018.0,UNICEF National Committee/Netherlands,,0.0
2018.0,UNICEF National Committee/United Kingdom,,0.0
2018.0,ACF - France Action Contre la Faim,,0.0
2018.0,Norwegian Refugee Council,,0.0
2018.0,Oman,,0.0
2018.0,Sheikh Thani Bin Abdullah Foundation for Humanitarian Services,,0.0
2018.0,Solidarités International,,0.0
2018.0,Swiss Solidarity,NGO,402414.0
2018.0,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),,0.0
2018.0,Qatar,Government,999960.0
2018.0,Afghanistan Humanitarian Fund,Pooled fund,61548872.0
2018.0,United States Fund for UNICEF,,0.0
2018.0,Start Network,Other,102638.0
2018.0,UN Agencies (Confidential),,0.0
2018.0,Malta,,0.0
2018.0,Qawafil for Relief and Development,,0.0
2018.0,Bosnia & Herzegovina,,0.0
2018.0,Bulgaria,Government,236466.0
2018.0,China,,0.0
2018.0,Education Cannot Wait Fund,Other,1825171.0
2018.0,Mexico,,0.0
2018.0,United Nations Population Fund,,0.0
2018.0,Aktion Deutschland Hilft,Other,382932.0
2018.0,Dutch Relief Alliance,Other,1265233.0
2018.0,Kuwait Red Crescent Society,Red Cross,300000.0
2018.0,Oxfam Australia,Other,21850.0
2018.0,Qatar Charity,Other,41051.0
2018.0,UNICEF National Committee/Canada,Foundation/private,10377.0
2018.0,United Nations Development Programme,UN agency,734192.0
2018.0,United Nations Foundation,Foundation/private,2339.0
2018.0,War Child Canada,Other,1000000.0
2018.0,Caritas Germany (DCV),,0.0
2018.0,Danish Committee for Aid to Afghan Refugees,,0.0
2018.0,UNICEF National Committee/Denmark,,0.0
2018.0,ActionAid International,,0.0
2018.0,Asian Development Bank,,0.0
2018.0,COVID-19 Humanitarian Thematic Fund,,0.0
2018.0,Disaster Emergency Committee Coronavirus Appeal,,0.0
2018.0,Kuwait,,0.0
2018.0,Oxfam,,0.0
2018.0,PATRIP Foundation,,0.0
2018.0,UNDP Administered Trust Fund,,0.0
2018.0,UNICEF National Committee/New Zealand,,0.0
2018.0,United Nations Office for Project Services,,0.0
2018.0,World Bank,,0.0
2018.0,Cyprus,,0.0
2018.0,Faeroe Islands,,0.0
2018.0,GAVI Alliance,,0.0
2018.0,Jersey Overseas Aid,,0.0
2018.0,Multi-donor flexible humanitarian contribution (UNICEF Global Humanitarian Thematic),,0.0
2018.0,Oxfam International,,0.0
2018.0,Portugal,,0.0
2018.0,Save the Children,,0.0
2018.0,Special Trust Fund for Afghanistan,,0.0
2018.0,Thailand,,0.0
2018.0,UN Multi-Partner Trust Fund,,0.0
2018.0,World Vision International,,0.0
2018.0,Disasters Emergency Committee (UK),,0.0
2018.0,Guyana,,0.0
2018.0,Malaysia,,0.0
2018.0,Philippines,,0.0
2018.0,Red Crescent Society of the United Arab Emirates,,0.0
2018.0,UNICEF National Committee/Australia,,0.0
2018.0,UNICEF National Committee/Austria,,0.0
2018.0,UNICEF National Committee/Czech Republic,,0.0
2018.0,UNICEF National Committee/Germany,,0.0
2018.0,UNICEF National Committee/Iceland,,0.0
2018.0,UNICEF National Committee/Italy,,0.0
2018.0,UNICEF National Committee/Korea (Republic of),,0.0
2018.0,UNICEF National Committee/Luxembourg,,0.0
2018.0,UNICEF National Committee/Poland,,0.0
2018.0,UNICEF National Committee/Portugal,,0.0
2018.0,UNICEF National Committee/Sweden,,0.0
2018.0,UNICEF National Committees,,0.0
2018.0,Unitaid,,0.0
2018.0,United States Fund For UNICEF,,0.0
2019.0,Afghanistan,Government,903177.0
2019.0,Afghanistan ERF (until 2014),,0.0
2019.0,Agency for Technical Cooperation and Development,,0.0
2019.0,Australia,Government,8288821.0
2019.0,Austria,Government,2229654.0
2019.0,Belgium,Government,2251191.0
2019.0,Bill and Melinda Gates Foundation,,0.0
2019.0,Brazil,,0.0
2019.0,CARITAS,,0.0
2019.0,CRS and Private Foundations,,0.0
2019.0,Canada,Government,7685401.0
2019.0,Central Emergency Response Fund,Pooled fund,15999997.0
2019.0,Czech Republic,Government,221239.0
2019.0,Denmark,Government,19567707.0
2019.0,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,72537293.0
2019.0,Finland,,0.0
2019.0,France,Government,341297.0
2019.0,Germany,Government,21516453.0
2019.0,Greece,,0.0
2019.0,India,,0.0
2019.0,Ireland,Government,730514.0
2019.0,Italy,Government,3973192.0
2019.0,Japan,Government,13743547.0
2019.0,Kazakhstan,,0.0
2019.0,Khalifa Bin Zayed Al Nahyan Foundation,,0.0
2019.0,Kyrgyzstan,,0.0
2019.0,Luxembourg,,0.0
2019.0,Netherlands,Government,9344446.0
2019.0,Norway,Government,14714732.0
2019.0,Office for the Coordination of Humanitarian Affairs,,0.0
2019.0,Private (individuals & organizations),Foundation/private,44409.0
2019.0,Romania,,0.0
2019.0,Russian Federation,Government,1000000.0
2019.0,Saudi Arabia (Kingdom of),Government,1758332.0
2019.0,Slovakia,,0.0
2019.0,Spain,,0.0
2019.0,Sweden,Government,26729871.0
2019.0,Switzerland,Government,8189247.0
2019.0,Turkey,,0.0
2019.0,United Arab Emirates,Government,3198.0
2019.0,United Kingdom,Government,106368153.0
2019.0,United Nations High Commissioner for Refugees,UN agency,1112736.0
2019.0,United States of America,Government,212435311.0
2019.0,World Food Programme,UN agency,79838.0
2019.0,Association for Aid and Relief Japan,Other,56945.0
2019.0,Australian Red Cross,,0.0
2019.0,Bahamas,,0.0
2019.0,British Red Cross,,0.0
2019.0,Croatia,,0.0
2019.0,Danish Red Cross,,0.0
2019.0,European Commission,,0.0
2019.0,Finnish Red Cross,,0.0
2019.0,Food & Agriculture Organization of the United Nations,Other,592838.0
2019.0,Japanese Red Cross Society,,0.0
2019.0,Korea,Government,8331272.0
2019.0,Lithuania,,0.0
2019.0,Medico International,,0.0
2019.0,Mine Action Programme of Afghanistan,,0.0
2019.0,Poland,,0.0
2019.0,Swedish Red Cross,,0.0
2019.0,United Nations Children's Fund,UN agency,23326242.0
2019.0,United Nations Mine Action Service,UN agency,1745689.0
2019.0,World Health Organization,,0.0
2019.0,Estonia,Government,55556.0
2019.0,Hungary,,0.0
2019.0,Iceland,,0.0
2019.0,New Zealand,,0.0
2019.0,Slovenia,,0.0
2019.0,UNICEF National Committee/Japan,,0.0
2019.0,UNICEF National Committee/Netherlands,,0.0
2019.0,UNICEF National Committee/United Kingdom,,0.0
2019.0,ACF - France Action Contre la Faim,,0.0
2019.0,Norwegian Refugee Council,,0.0
2019.0,Oman,,0.0
2019.0,Sheikh Thani Bin Abdullah Foundation for Humanitarian Services,,0.0
2019.0,Solidarités International,,0.0
2019.0,Swiss Solidarity,NGO,302419.0
2019.0,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),,0.0
2019.0,Qatar,Government,999960.0
2019.0,Afghanistan Humanitarian Fund,Pooled fund,60812973.0
2019.0,United States Fund for UNICEF,,0.0
2019.0,Start Network,Other,85000.0
2019.0,UN Agencies (Confidential),,0.0
2019.0,Malta,,0.0
2019.0,Qawafil for Relief and Development,,0.0
2019.0,Bosnia & Herzegovina,,0.0
2019.0,Bulgaria,Government,40000.0
2019.0,China,,0.0
2019.0,Education Cannot Wait Fund,Other,8660835.0
2019.0,Mexico,,0.0
2019.0,United Nations Population Fund,,0.0
2019.0,Aktion Deutschland Hilft,,0.0
2019.0,Dutch Relief Alliance,,0.0
2019.0,Kuwait Red Crescent Society,,0.0
2019.0,Oxfam Australia,,0.0
2019.0,Qatar Charity,,0.0
2019.0,UNICEF National Committee/Canada,,0.0
2019.0,United Nations Development Programme,UN agency,803604.0
2019.0,United Nations Foundation,,0.0
2019.0,War Child Canada,Other,5100000.0
2019.0,Caritas Germany (DCV),Other,0.0
2019.0,Danish Committee for Aid to Afghan Refugees,Other,127051.0
2019.0,UNICEF National Committee/Denmark,Foundation/private,322098.0
2019.0,ActionAid International,,0.0
2019.0,Asian Development Bank,,0.0
2019.0,COVID-19 Humanitarian Thematic Fund,,0.0
2019.0,Disaster Emergency Committee Coronavirus Appeal,,0.0
2019.0,Kuwait,,0.0
2019.0,Oxfam,,0.0
2019.0,PATRIP Foundation,,0.0
2019.0,UNDP Administered Trust Fund,,0.0
2019.0,UNICEF National Committee/New Zealand,,0.0
2019.0,United Nations Office for Project Services,,0.0
2019.0,World Bank,,0.0
2019.0,Cyprus,,0.0
2019.0,Faeroe Islands,,0.0
2019.0,GAVI Alliance,,0.0
2019.0,Jersey Overseas Aid,,0.0
2019.0,Multi-donor flexible humanitarian contribution (UNICEF Global Humanitarian Thematic),,0.0
2019.0,Oxfam International,,0.0
2019.0,Portugal,,0.0
2019.0,Save the Children,,0.0
2019.0,Special Trust Fund for Afghanistan,,0.0
2019.0,Thailand,,0.0
2019.0,UN Multi-Partner Trust Fund,,0.0
2019.0,World Vision International,,0.0
2019.0,Disasters Emergency Committee (UK),,0.0
2019.0,Guyana,,0.0
2019.0,Malaysia,,0.0
2019.0,Philippines,,0.0
2019.0,Red Crescent Society of the United Arab Emirates,,0.0
2019.0,UNICEF National Committee/Australia,,0.0
2019.0,UNICEF National Committee/Austria,,0.0
2019.0,UNICEF National Committee/Czech Republic,,0.0
2019.0,UNICEF National Committee/Germany,,0.0
2019.0,UNICEF National Committee/Iceland,,0.0
2019.0,UNICEF National Committee/Italy,,0.0
2019.0,UNICEF National Committee/Korea (Republic of),,0.0
2019.0,UNICEF National Committee/Luxembourg,,0.0
2019.0,UNICEF National Committee/Poland,,0.0
2019.0,UNICEF National Committee/Portugal,,0.0
2019.0,UNICEF National Committee/Sweden,,0.0
2019.0,UNICEF National Committees,,0.0
2019.0,Unitaid,,0.0
2019.0,United States Fund For UNICEF,,0.0
2020.0,Afghanistan,,0.0
2020.0,Afghanistan ERF (until 2014),,0.0
2020.0,Agency for Technical Cooperation and Development,,0.0
2020.0,Australia,Government,15904336.0
2020.0,Austria,,0.0
2020.0,Belgium,Government,450000.0
2020.0,Bill and Melinda Gates Foundation,,0.0
2020.0,Brazil,,0.0
2020.0,CARITAS,,0.0
2020.0,CRS and Private Foundations,,0.0
2020.0,Canada,Government,14466605.0
2020.0,Central Emergency Response Fund,Pooled fund,29712103.0
2020.0,Czech Republic,,0.0
2020.0,Denmark,Government,10025787.0
2020.0,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,78493372.0
2020.0,Finland,Government,2262443.0
2020.0,France,Government,1687402.0
2020.0,Germany,Government,29129844.0
2020.0,Greece,,0.0
2020.0,India,,0.0
2020.0,Ireland,Government,1434868.0
2020.0,Italy,Government,4549532.0
2020.0,Japan,Government,22089601.0
2020.0,Kazakhstan,Government,50000.0
2020.0,Khalifa Bin Zayed Al Nahyan Foundation,,0.0
2020.0,Kyrgyzstan,,0.0
2020.0,Luxembourg,Government,1499026.0
2020.0,Netherlands,Government,7812018.0
2020.0,Norway,Government,20192024.0
2020.0,Office for the Coordination of Humanitarian Affairs,UN agency,816551.0
2020.0,Private (individuals & organizations),Foundation/private,343454.0
2020.0,Romania,,0.0
2020.0,Russian Federation,Government,1000000.0
2020.0,Saudi Arabia (Kingdom of),Government,10723547.0
2020.0,Slovakia,,0.0
2020.0,Spain,,0.0
2020.0,Sweden,Government,21051627.0
2020.0,Switzerland,Government,12212974.0
2020.0,Turkey,,0.0
2020.0,United Arab Emirates,Government,1704000.0
2020.0,United Kingdom,Government,102758671.0
2020.0,United Nations High Commissioner for Refugees,,0.0
2020.0,United States of America,Government,244228856.0
2020.0,World Food Programme,UN agency,1842952.0
2020.0,Association for Aid and Relief Japan,,0.0
2020.0,Australian Red Cross,,0.0
2020.0,Bahamas,,0.0
2020.0,British Red Cross,,0.0
2020.0,Croatia,,0.0
2020.0,Danish Red Cross,,0.0
2020.0,European Commission,Inter-governmental,9762779.0
2020.0,Finnish Red Cross,,0.0
2020.0,Food & Agriculture Organization of the United Nations,Other,198137.0
2020.0,Japanese Red Cross Society,,0.0
2020.0,Korea,Government,9114869.0
2020.0,Lithuania,,0.0
2020.0,Medico International,,0.0
2020.0,Mine Action Programme of Afghanistan,,0.0
2020.0,Poland,,0.0
2020.0,Swedish Red Cross,,0.0
2020.0,United Nations Children's Fund,UN agency,14295627.0
2020.0,United Nations Mine Action Service,,0.0
2020.0,World Health Organization,,0.0
2020.0,Estonia,,0.0
2020.0,Hungary,,0.0
2020.0,Iceland,Government,235183.0
2020.0,New Zealand,,0.0
2020.0,Slovenia,,0.0
2020.0,UNICEF National Committee/Japan,,0.0
2020.0,UNICEF National Committee/Netherlands,,0.0
2020.0,UNICEF National Committee/United Kingdom,,0.0
2020.0,ACF - France Action Contre la Faim,,0.0
2020.0,Norwegian Refugee Council,,0.0
2020.0,Oman,,0.0
2020.0,Sheikh Thani Bin Abdullah Foundation for Humanitarian Services,,0.0
2020.0,Solidarités International,,0.0
2020.0,Swiss Solidarity,,0.0
2020.0,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),,0.0
2020.0,Qatar,Government,854462.0
2020.0,Afghanistan Humanitarian Fund,Pooled fund,69897013.0
2020.0,United States Fund for UNICEF,,0.0
2020.0,Start Network,,0.0
2020.0,UN Agencies (Confidential),,0.0
2020.0,Malta,Government,29869.0
2020.0,Qawafil for Relief and Development,,0.0
2020.0,Bosnia & Herzegovina,,0.0
2020.0,Bulgaria,Government,55991.0
2020.0,China,,0.0
2020.0,Education Cannot Wait Fund,,0.0
2020.0,Mexico,,0.0
2020.0,United Nations Population Fund,UN agency,42612.0
2020.0,Aktion Deutschland Hilft,,0.0
2020.0,Dutch Relief Alliance,,0.0
2020.0,Kuwait Red Crescent Society,,0.0
2020.0,Oxfam Australia,,0.0
2020.0,Qatar Charity,,0.0
2020.0,UNICEF National Committee/Canada,,0.0
2020.0,United Nations Development Programme,,0.0
2020.0,United Nations Foundation,Foundation/private,3091.0
2020.0,War Child Canada,,0.0
2020.0,Caritas Germany (DCV),Other,0.0
2020.0,Danish Committee for Aid to Afghan Refugees,Other,127051.0
2020.0,UNICEF National Committee/Denmark,Foundation/private,138830.0
2020.0,ActionAid International,Other,64233.0
2020.0,Asian Development Bank,Inter-governmental,15200000.0
2020.0,COVID-19 Humanitarian Thematic Fund,Other,472500.0
2020.0,Disaster Emergency Committee Coronavirus Appeal,Other,2207929.0
2020.0,Kuwait,Government,450000.0
2020.0,Oxfam,Other,20017.0
2020.0,PATRIP Foundation,Other,334096.0
2020.0,UNDP Administered Trust Fund,UN agency,664246.0
2020.0,UNICEF National Committee/New Zealand,Foundation/private,82307.0
2020.0,United Nations Office for Project Services,UN agency,4624.0
2020.0,World Bank,Inter-governmental,36641784.0
2020.0,Cyprus,,0.0
2020.0,Faeroe Islands,,0.0
2020.0,GAVI Alliance,,0.0
2020.0,Jersey Overseas Aid,,0.0
2020.0,Multi-donor flexible humanitarian contribution (UNICEF Global Humanitarian Thematic),,0.0
2020.0,Oxfam International,,0.0
2020.0,Portugal,,0.0
2020.0,Save the Children,,0.0
2020.0,Special Trust Fund for Afghanistan,,0.0
2020.0,Thailand,,0.0
2020.0,UN Multi-Partner Trust Fund,,0.0
2020.0,World Vision International,,0.0
2020.0,Disasters Emergency Committee (UK),,0.0
2020.0,Guyana,,0.0
2020.0,Malaysia,,0.0
2020.0,Philippines,,0.0
2020.0,Red Crescent Society of the United Arab Emirates,,0.0
2020.0,UNICEF National Committee/Australia,,0.0
2020.0,UNICEF National Committee/Austria,,0.0
2020.0,UNICEF National Committee/Czech Republic,,0.0
2020.0,UNICEF National Committee/Germany,,0.0
2020.0,UNICEF National Committee/Iceland,,0.0
2020.0,UNICEF National Committee/Italy,,0.0
2020.0,UNICEF National Committee/Korea (Republic of),,0.0
2020.0,UNICEF National Committee/Luxembourg,,0.0
2020.0,UNICEF National Committee/Poland,,0.0
2020.0,UNICEF National Committee/Portugal,,0.0
2020.0,UNICEF National Committee/Sweden,,0.0
2020.0,UNICEF National Committees,,0.0
2020.0,Unitaid,,0.0
2020.0,United States Fund For UNICEF,,0.0
2021.0,Afghanistan,,0.0
2021.0,Afghanistan ERF (until 2014),,0.0
2021.0,Agency for Technical Cooperation and Development,,0.0
2021.0,Australia,Government,30999042.0
2021.0,Austria,Government,24714787.0
2021.0,Belgium,Government,3098802.0
2021.0,Bill and Melinda Gates Foundation,,0.0
2021.0,Brazil,,0.0
2021.0,CARITAS,,0.0
2021.0,CRS and Private Foundations,,0.0
2021.0,Canada,Government,63385448.0
2021.0,Central Emergency Response Fund,Pooled fund,92322109.0
2021.0,Czech Republic,Government,148086.0
2021.0,Denmark,Government,95023382.0
2021.0,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,274758892.0
2021.0,Finland,Government,15273929.0
2021.0,France,Government,86091819.0
2021.0,Germany,Government,387764735.0
2021.0,Greece,Government,149458.0
2021.0,India,,0.0
2021.0,Ireland,Government,4989417.0
2021.0,Italy,Government,84131597.0
2021.0,Japan,Government,74146174.0
2021.0,Kazakhstan,,0.0
2021.0,Khalifa Bin Zayed Al Nahyan Foundation,,0.0
2021.0,Kyrgyzstan,,0.0
2021.0,Luxembourg,Government,1692526.0
2021.0,Netherlands,Government,26760640.0
2021.0,Norway,Government,39588317.0
2021.0,Office for the Coordination of Humanitarian Affairs,UN agency,2162989.0
2021.0,Private (individuals & organizations),Foundation/private,5287504.0
2021.0,Romania,Government,163905.0
2021.0,Russian Federation,Government,2000000.0
2021.0,Saudi Arabia (Kingdom of),Government,4065321.0
2021.0,Slovakia,,0.0
2021.0,Spain,Government,591372.0
2021.0,Sweden,Government,64018545.0
2021.0,Switzerland,Government,45859305.0
2021.0,Turkey,,0.0
2021.0,United Arab Emirates,Government,15827566.0
2021.0,United Kingdom,Government,164701224.0
2021.0,United Nations High Commissioner for Refugees,UN agency,11013998.0
2021.0,United States of America,Government,440246037.0
2021.0,World Food Programme,UN agency,39300069.0
2021.0,Association for Aid and Relief Japan,,0.0
2021.0,Australian Red Cross,,0.0
2021.0,Bahamas,,0.0
2021.0,British Red Cross,,0.0
2021.0,Croatia,,0.0
2021.0,Danish Red Cross,,0.0
2021.0,European Commission,Inter-governmental,59935167.0
2021.0,Finnish Red Cross,,0.0
2021.0,Food & Agriculture Organization of the United Nations,,0.0
2021.0,Japanese Red Cross Society,,0.0
2021.0,Korea,Government,12624223.0
2021.0,Lithuania,,0.0
2021.0,Medico International,,0.0
2021.0,Mine Action Programme of Afghanistan,,0.0
2021.0,Poland,Government,734463.0
2021.0,Swedish Red Cross,,0.0
2021.0,United Nations Children's Fund,UN agency,50544662.0
2021.0,United Nations Mine Action Service,,0.0
2021.0,World Health Organization,,0.0
2021.0,Estonia,Government,288390.0
2021.0,Hungary,,0.0
2021.0,Iceland,Government,580359.0
2021.0,New Zealand,Government,3166785.0
2021.0,Slovenia,Government,118064.0
2021.0,UNICEF National Committee/Japan,,0.0
2021.0,UNICEF National Committee/Netherlands,,0.0
2021.0,UNICEF National Committee/United Kingdom,,0.0
2021.0,ACF - France Action Contre la Faim,,0.0
2021.0,Norwegian Refugee Council,,0.0
2021.0,Oman,,0.0
2021.0,Sheikh Thani Bin Abdullah Foundation for Humanitarian Services,,0.0
2021.0,Solidarités International,,0.0
2021.0,Swiss Solidarity,NGO,850135.0
2021.0,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),Inter-governmental,7246194.0
2021.0,Qatar,Government,853743.0
2021.0,Afghanistan Humanitarian Fund,Pooled fund,39530693.0
2021.0,United States Fund for UNICEF,,0.0
2021.0,Start Network,,0.0
2021.0,UN Agencies (Confidential),,0.0
2021.0,Malta,Government,40698.0
2021.0,Qawafil for Relief and Development,,0.0
2021.0,Bosnia & Herzegovina,,0.0
2021.0,Bulgaria,Government,87413.0
2021.0,China,Government,2800000.0
2021.0,Education Cannot Wait Fund,Other,4000000.0
2021.0,Mexico,,0.0
2021.0,United Nations Population Fund,UN agency,970528.0
2021.0,Aktion Deutschland Hilft,,0.0
2021.0,Dutch Relief Alliance,,0.0
2021.0,Kuwait Red Crescent Society,Red Cross,1264000.0
2021.0,Oxfam Australia,,0.0
2021.0,Qatar Charity,,0.0
2021.0,UNICEF National Committee/Canada,,0.0
2021.0,United Nations Development Programme,,0.0
2021.0,United Nations Foundation,,0.0
2021.0,War Child Canada,,0.0
2021.0,Caritas Germany (DCV),Other,0.0
2021.0,Danish Committee for Aid to Afghan Refugees,,0.0
2021.0,UNICEF National Committee/Denmark,,0.0
2021.0,ActionAid International,,0.0
2021.0,Asian Development Bank,,0.0
2021.0,COVID-19 Humanitarian Thematic Fund,,0.0
2021.0,Disaster Emergency Committee Coronavirus Appeal,,0.0
2021.0,Kuwait,,0.0
2021.0,Oxfam,,0.0
2021.0,PATRIP Foundation,,0.0
2021.0,UNDP Administered Trust Fund,UN agency,3242589.0
2021.0,UNICEF National Committee/New Zealand,Foundation/private,14351.0
2021.0,United Nations Office for Project Services,UN agency,537126.0
2021.0,World Bank,,0.0
2021.0,Cyprus,Government,58275.0
2021.0,Faeroe Islands,Government,78211.0
2021.0,GAVI Alliance,Other,457162.0
2021.0,Jersey Overseas Aid,Other,672044.0
2021.0,Multi-donor flexible humanitarian contribution (UNICEF Global Humanitarian Thematic),Pooled fund,738501.0
2021.0,Oxfam International,NGO,43772.0
2021.0,Portugal,Government,56306.0
2021.0,Save the Children,NGO,417967.0
2021.0,Special Trust Fund for Afghanistan,Pooled fund,15762468.0
2021.0,Thailand,Government,150000.0
2021.0,UN Multi-Partner Trust Fund,UN agency,1380011.0
2021.0,World Vision International,Other,3007655.0
2021.0,Disasters Emergency Committee (UK),,0.0
2021.0,Guyana,,0.0
2021.0,Malaysia,,0.0
2021.0,Philippines,,0.0
2021.0,Red Crescent Society of the United Arab Emirates,,0.0
2021.0,UNICEF National Committee/Australia,,0.0
2021.0,UNICEF National Committee/Austria,,0.0
2021.0,UNICEF National Committee/Czech Republic,,0.0
2021.0,UNICEF National Committee/Germany,,0.0
2021.0,UNICEF National Committee/Iceland,,0.0
2021.0,UNICEF National Committee/Italy,,0.0
2021.0,UNICEF National Committee/Korea (Republic of),,0.0
2021.0,UNICEF National Committee/Luxembourg,,0.0
2021.0,UNICEF National Committee/Poland,,0.0
2021.0,UNICEF National Committee/Portugal,,0.0
2021.0,UNICEF National Committee/Sweden,,0.0
2021.0,UNICEF National Committees,,0.0
2021.0,Unitaid,,0.0
2021.0,United States Fund For UNICEF,,0.0
2022.0,Afghanistan,,0.0
2022.0,Afghanistan ERF (until 2014),,0.0
2022.0,Agency for Technical Cooperation and Development,,0.0
2022.0,Australia,Government,44721751.0
2022.0,Austria,,0.0
2022.0,Belgium,Government,3108808.0
2022.0,Bill and Melinda Gates Foundation,Foundation/private,1000000.0
2022.0,Brazil,,0.0
2022.0,CARITAS,,0.0
2022.0,CRS and Private Foundations,,0.0
2022.0,Canada,Government,92406647.0
2022.0,Central Emergency Response Fund,Pooled fund,26259902.0
2022.0,Czech Republic,Government,1089799.0
2022.0,Denmark,Government,9044443.0
2022.0,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,116597004.0
2022.0,Finland,Government,1601206.0
2022.0,France,Government,25191567.0
2022.0,Germany,Government,291337255.0
2022.0,Greece,,0.0
2022.0,India,Government,9642240.0
2022.0,Ireland,Government,4763688.0
2022.0,Italy,Government,12514981.0
2022.0,Japan,Government,113205201.0
2022.0,Kazakhstan,,0.0
2022.0,Khalifa Bin Zayed Al Nahyan Foundation,,0.0
2022.0,Kyrgyzstan,,0.0
2022.0,Luxembourg,Government,2795098.0
2022.0,Netherlands,Government,21628900.0
2022.0,Norway,Government,19409869.0
2022.0,Office for the Coordination of Humanitarian Affairs,UN agency,7895285.0
2022.0,Private (individuals & organizations),Foundation/private,18085125.0
2022.0,Romania,,0.0
2022.0,Russian Federation,,0.0
2022.0,Saudi Arabia (Kingdom of),Government,11000000.0
2022.0,Slovakia,,0.0
2022.0,Spain,Government,310288.0
2022.0,Sweden,Government,30938712.0
2022.0,Switzerland,Government,48190703.0
2022.0,Turkey,,0.0
2022.0,United Arab Emirates,Government,18575581.0
2022.0,United Kingdom,Government,409538708.0
2022.0,United Nations High Commissioner for Refugees,UN agency,744961.0
2022.0,United States of America,Government,615504655.0
2022.0,World Food Programme,,0.0
2022.0,Association for Aid and Relief Japan,,0.0
2022.0,Australian Red Cross,,0.0
2022.0,Bahamas,,0.0
2022.0,British Red Cross,,0.0
2022.0,Croatia,Government,100000.0
2022.0,Danish Red Cross,,0.0
2022.0,European Commission,Inter-governmental,74376674.0
2022.0,Finnish Red Cross,,0.0
2022.0,Food & Agriculture Organization of the United Nations,,0.0
2022.0,Japanese Red Cross Society,,0.0
2022.0,Korea,Government,9000000.0
2022.0,Lithuania,,0.0
2022.0,Medico International,,0.0
2022.0,Mine Action Programme of Afghanistan,,0.0
2022.0,Poland,,0.0
2022.0,Swedish Red Cross,,0.0
2022.0,United Nations Children's Fund,UN agency,38826037.0
2022.0,United Nations Mine Action Service,,0.0
2022.0,World Health Organization,,0.0
